,False+ve_Rate,True+ve_Rate
0,0.0,0.0
1,0.0,0.004739336492890996
2,0.002472187886279357,0.052132701421800945
3,0.002472187886279357,0.05687203791469194
4,0.002472187886279357,0.0947867298578199
5,0.003708281829419036,0.11848341232227488
6,0.004944375772558714,0.15639810426540285
7,0.007416563658838072,0.17535545023696683
8,0.007416563658838072,0.18009478672985782
9,0.009888751545117428,0.20853080568720378
10,0.009888751545117428,0.22748815165876776
11,0.009888751545117428,0.23222748815165878
12,0.011124845488257108,0.23222748815165878
13,0.011124845488257108,0.24644549763033174
14,0.013597033374536464,0.24644549763033174
15,0.013597033374536464,0.25118483412322273
16,0.016069221260815822,0.25118483412322273
17,0.018541409147095178,0.25118483412322273
18,0.018541409147095178,0.2559241706161137
19,0.02595797280593325,0.2559241706161137
20,0.02843016069221261,0.26066350710900477
21,0.032138442521631644,0.26066350710900477
22,0.032138442521631644,0.27488151658767773
23,0.03337453646477132,0.2796208530805687
24,0.03584672435105068,0.2796208530805687
25,0.03584672435105068,0.2938388625592417
26,0.038318912237330034,0.2938388625592417
27,0.038318912237330034,0.2985781990521327
28,0.03955500618046971,0.2985781990521327
29,0.0407911001236094,0.3080568720379147
30,0.0407911001236094,0.3175355450236967
31,0.042027194066749075,0.3175355450236967
32,0.042027194066749075,0.3222748815165877
33,0.04449938195302843,0.3222748815165877
34,0.04449938195302843,0.33649289099526064
35,0.04697156983930779,0.33649289099526064
36,0.048207663782447466,0.3412322274881517
37,0.048207663782447466,0.3459715639810427
38,0.049443757725587144,0.3459715639810427
39,0.049443757725587144,0.35545023696682465
40,0.05067985166872682,0.35545023696682465
41,0.05315203955500618,0.35545023696682465
42,0.05562422744128554,0.35545023696682465
43,0.0580964153275649,0.35545023696682465
44,0.0630407911001236,0.35545023696682465
45,0.06427688504326329,0.36018957345971564
46,0.06798516687268233,0.36018957345971564
47,0.06798516687268233,0.36492890995260663
48,0.07292954264524104,0.36492890995260663
49,0.07787391841779975,0.36492890995260663
50,0.0815822002472188,0.3744075829383886
51,0.08405438813349815,0.3744075829383886
52,0.08405438813349815,0.3791469194312796
53,0.09023485784919653,0.3791469194312796
54,0.09023485784919653,0.38388625592417064
55,0.09270704573547589,0.38388625592417064
56,0.09517923362175525,0.38388625592417064
57,0.09888751545117429,0.38388625592417064
58,0.10135970333745364,0.3886255924170616
59,0.10259579728059333,0.3886255924170616
60,0.10506798516687268,0.3886255924170616
61,0.1100123609394314,0.3886255924170616
62,0.11248454882571075,0.3886255924170616
63,0.11495673671199011,0.3933649289099526
64,0.11495673671199011,0.3981042654028436
65,0.12360939431396786,0.3981042654028436
66,0.12855377008652658,0.3981042654028436
67,0.13102595797280595,0.3981042654028436
68,0.13102595797280595,0.4028436018957346
69,0.1334981458590853,0.4028436018957346
70,0.138442521631644,0.4075829383886256
71,0.13967861557478367,0.4075829383886256
72,0.13967861557478367,0.41706161137440756
73,0.1433868974042027,0.41706161137440756
74,0.1433868974042027,0.4218009478672986
75,0.1446229913473424,0.4218009478672986
76,0.15203955500618047,0.4265402843601896
77,0.15451174289245984,0.4265402843601896
78,0.15451174289245984,0.4312796208530806
79,0.1557478368355995,0.4312796208530806
80,0.1681087762669963,0.43601895734597157
81,0.16934487021013597,0.43601895734597157
82,0.17552533992583436,0.43601895734597157
83,0.1792336217552534,0.43601895734597157
84,0.18294190358467244,0.44075829383886256
85,0.1841779975278121,0.44075829383886256
86,0.18788627935723115,0.45023696682464454
87,0.1903584672435105,0.45023696682464454
88,0.1903584672435105,0.4549763033175355
89,0.19283065512978986,0.4549763033175355
90,0.19283065512978986,0.4597156398104265
91,0.19530284301606923,0.46445497630331756
92,0.19901112484548825,0.46445497630331756
93,0.20148331273176762,0.46445497630331756
94,0.2027194066749073,0.46445497630331756
95,0.20519159456118666,0.46445497630331756
96,0.207663782447466,0.46445497630331756
97,0.207663782447466,0.46919431279620855
98,0.21137206427688504,0.46919431279620855
99,0.21137206427688504,0.4786729857819905
100,0.2138442521631644,0.4786729857819905
101,0.21508034610630408,0.4786729857819905
102,0.22744128553770088,0.4834123222748815
103,0.22991347342398022,0.4834123222748815
104,0.2323856613102596,0.4834123222748815
105,0.2360939431396786,0.4881516587677725
106,0.2373300370828183,0.4881516587677725
107,0.2373300370828183,0.4928909952606635
108,0.23856613102595797,0.4976303317535545
109,0.24103831891223734,0.5023696682464455
110,0.24598269468479605,0.5023696682464455
111,0.2484548825710754,0.5071090047393365
112,0.24969097651421507,0.5118483412322274
113,0.25092707045735474,0.5118483412322274
114,0.25710754017305315,0.5165876777251185
115,0.2583436341161928,0.5165876777251185
116,0.26081582200247216,0.5165876777251185
117,0.26081582200247216,0.5260663507109005
118,0.26328800988875156,0.5260663507109005
119,0.2669962917181706,0.5260663507109005
120,0.26823238566131025,0.5308056872037915
121,0.27070457354758964,0.5308056872037915
122,0.27564894932014833,0.5308056872037915
123,0.27564894932014833,0.5355450236966824
124,0.276885043263288,0.5355450236966824
125,0.276885043263288,0.5402843601895735
126,0.28182941903584674,0.5402843601895735
127,0.28182941903584674,0.5450236966824644
128,0.3411619283065513,0.5924170616113744
129,0.34239802224969096,0.5924170616113744
130,0.3510506798516687,0.5924170616113744
131,0.3572311495673671,0.5924170616113744
132,0.3621755253399258,0.5924170616113744
133,0.36341161928306553,0.5924170616113744
134,0.3646477132262052,0.6018957345971564
135,0.36711990111248455,0.6018957345971564
136,0.3720642768850433,0.6066350710900474
137,0.37453646477132263,0.6066350710900474
138,0.3757725587144623,0.6066350710900474
139,0.37824474660074164,0.6066350710900474
140,0.37824474660074164,0.6113744075829384
141,0.3794808405438813,0.6113744075829384
142,0.3856613102595797,0.6113744075829384
143,0.38813349814585907,0.6208530805687204
144,0.39060568603213847,0.6208530805687204
145,0.3930778739184178,0.6208530805687204
146,0.3943139678615575,0.6208530805687204
147,0.4054388133498146,0.6208530805687204
148,0.4054388133498146,0.6255924170616114
149,0.40667490729295425,0.6255924170616114
150,0.40914709517923364,0.6303317535545023
151,0.4177997527812114,0.6303317535545023
152,0.41903584672435107,0.6303317535545023
153,0.42398022249690975,0.6303317535545023
154,0.4252163164400494,0.6350710900473934
155,0.43139678615574784,0.6350710900473934
156,0.4338689740420272,0.6350710900473934
157,0.43510506798516685,0.6398104265402843
158,0.43510506798516685,0.6445497630331753
159,0.4363411619283066,0.6492890995260664
160,0.4388133498145859,0.6587677725118484
161,0.4388133498145859,0.6635071090047393
162,0.4400494437577256,0.6635071090047393
163,0.44128553770086526,0.6682464454976303
164,0.44499381953028433,0.6682464454976303
165,0.449938195302843,0.6729857819905213
166,0.45488257107540175,0.6729857819905213
167,0.4561186650185414,0.6729857819905213
168,0.45859085290482077,0.6729857819905213
169,0.5920889987639061,0.7630331753554502
170,0.5945611866501854,0.7630331753554502
171,0.5970333745364648,0.7630331753554502
172,0.6427688504326329,0.8104265402843602
173,0.6452410383189122,0.8104265402843602
174,0.6526576019777504,0.8104265402843602
175,0.65389369592089,0.8104265402843602
176,0.6563658838071693,0.8104265402843602
177,0.657601977750309,0.8104265402843602
178,0.6600741656365884,0.8104265402843602
179,0.6625463535228677,0.8104265402843602
180,0.6625463535228677,0.8151658767772512
181,0.6637824474660075,0.8199052132701422
182,0.6662546353522868,0.8199052132701422
183,0.6687268232385661,0.8246445497630331
184,0.6699629171817059,0.8246445497630331
185,0.6711990111248455,0.8293838862559242
186,0.6736711990111248,0.8293838862559242
187,0.6786155747836835,0.8293838862559242
188,0.6798516687268232,0.8293838862559242
189,0.6823238566131026,0.8293838862559242
190,0.6835599505562423,0.8341232227488151
191,0.7626699629171817,0.8767772511848341
192,0.7663782447466008,0.8767772511848341
193,0.7676143386897404,0.8767772511848341
194,0.7676143386897404,0.8815165876777251
195,0.7688504326328801,0.8862559241706162
196,0.7737948084054388,0.8862559241706162
197,0.7737948084054388,0.8909952606635071
198,0.8689740420271941,0.919431279620853
199,0.8714462299134734,0.919431279620853
200,0.8763906056860321,0.919431279620853
201,0.8813349814585909,0.919431279620853
202,0.8838071693448702,0.919431279620853
203,0.8850432632880099,0.919431279620853
204,0.8875154511742892,0.919431279620853
205,0.8875154511742892,0.9241706161137441
206,0.8887515451174289,0.9241706161137441
207,0.9381953028430161,0.9620853080568721
208,0.9629171817058096,0.976303317535545
209,0.9641532756489494,0.976303317535545
210,1.0,1.0
